"Query","Entrez","Symbol","Name","Comment"
"CTXN2","399697","CTXN2","cortexin 2","1"
"LZTS1-AS1","100874051","LZTS1-AS1","LZTS1 antisense RNA 1","1"
"ARL2BP","23568","ARL2BP","ADP ribosylation factor like GTPase 2 binding protein","1"
"ARMT1","79624","ARMT1","acidic residue methyltransferase 1","1"
"LDHA","3939","LDHA","lactate dehydrogenase A","1"
"GPR6","2830","GPR6","G protein-coupled receptor 6","1"
"MIEN1","84299","MIEN1","migration and invasion enhancer 1","1"
"TESC-AS1","101928244","TESC-AS1","TESC antisense RNA 1 (head to head)","1"
"PNRC1","10957","PNRC1","proline rich nuclear receptor coactivator 1","1"
"PRR13","54458","PRR13","proline rich 13","1"
"ACTC1","70","ACTC1","actin alpha cardiac muscle 1","1"
"ITM2B","9445","ITM2B","integral membrane protein 2B","1"
"ENDOG","2021","ENDOG","endonuclease G","1"
"ADAP1","11033","ADAP1","ArfGAP with dual PH domains 1","1"
"IRF2BPL","64207","IRF2BPL","interferon regulatory factor 2 binding protein like","1"
"BMI1","648","BMI1","""BMI1 proto-oncogene, polycomb ring finger""","1"
"CAPNS1","826","CAPNS1","calpain small subunit 1","1"
"CLU","1191","CLU","clusterin","1"
"MAP1S","55201","MAP1S","microtubule associated protein 1S","1"
"PRDM8","56978","PRDM8","PR/SET domain 8","1"
"VGF","7425","VGF","VGF nerve growth factor inducible","1"
"CITED4","163732","CITED4","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4","1"
"TCEAL2","140597","TCEAL2","transcription elongation factor A like 2","1"
"GABARAPL2","11345","GABARAPL2","GABA type A receptor associated protein like 2","1"
"ZC2HC1B","153918","ZC2HC1B","zinc finger C2HC-type containing 1B","1"
"FKBP8","23770","FKBP8","FKBP prolyl isomerase 8","1"
"ZCCHC12","170261","ZCCHC12","zinc finger CCHC-type containing 12","1"
"TMEM141","85014","TMEM141","transmembrane protein 141","1"
"ARPP19","10776","ARPP19","cAMP regulated phosphoprotein 19","1"
"CHCHD2","51142","CHCHD2","coiled-coil-helix-coiled-coil-helix domain containing 2","1"
"SRP14","6727","SRP14","signal recognition particle 14","1"
"CHPF","79586","CHPF","chondroitin polymerizing factor","1"
"KRT5","3852","KRT5","keratin 5","1"
"SSNA1","8636","SSNA1","SS nuclear autoantigen 1","1"
"NFKBIE","4794","NFKBIE","NFKB inhibitor epsilon","1"
"CCT7","10574","CCT7","chaperonin containing TCP1 subunit 7","1"
"TMEM147","10430","TMEM147","transmembrane protein 147","1"
"DYNLL1","8655","DYNLL1","dynein light chain LC8-type 1","1"
"GNG3","2785","GNG3","G protein subunit gamma 3","1"
"NXT1","29107","NXT1","nuclear transport factor 2 like export factor 1","1"
"PDP1","54704","PDP1","pyruvate dehyrogenase phosphatase catalytic subunit 1","1"
"IFIT1","3434","IFIT1","interferon induced protein with tetratricopeptide repeats 1","1"
"SYT12","91683","SYT12","synaptotagmin 12","1"
"KCNV1","27012","KCNV1","potassium voltage-gated channel modifier subfamily V member 1","1"
"RASL10B","91608","RASL10B","RAS like family 10 member B","1"
"UQCRH","7388","UQCRH","ubiquinol-cytochrome c reductase hinge protein","1"
"MORF4L1","10933","MORF4L1","mortality factor 4 like 1","1"
"JAKMIP1","152789","JAKMIP1","janus kinase and microtubule interacting protein 1","1"
"RNF208","727800","RNF208","ring finger protein 208","1"
"TMEM86A","144110","TMEM86A","transmembrane protein 86A","1"
"OTUD1","220213","OTUD1","OTU deubiquitinase 1","1"
"LHX6","26468","LHX6","LIM homeobox 6","1"
"GCHFR","2644","GCHFR","GTP cyclohydrolase I feedback regulator","1"
"PRKAG2-AS1","100505483","PRKAG2-AS1","PRKAG2 antisense RNA 1","1"
"H2AFZ","NA","NA","NA","0"
"BEX5","340542","BEX5","brain expressed X-linked 5","1"
"KCNA2","3737","KCNA2","potassium voltage-gated channel subfamily A member 2","1"
"GAPDH","2597","GAPDH","glyceraldehyde-3-phosphate dehydrogenase","1"
"RNF11","26994","RNF11","ring finger protein 11","1"
"PABPC1L2B","645974","PABPC1L2B","poly(A) binding protein cytoplasmic 1 like 2B","1"
"PJA1","64219","PJA1","praja ring finger ubiquitin ligase 1","1"
"RIOX1","79697","RIOX1","ribosomal oxygenase 1","1"
"WDR82","80335","WDR82","WD repeat domain 82","1"
"AJM1","389813","AJM1","apical junction component 1 homolog","1"
"EPDR1","54749","EPDR1","ependymin related 1","1"
"DCDC2","51473","DCDC2","doublecortin domain containing 2","1"
"KCNA5","3741","KCNA5","potassium voltage-gated channel subfamily A member 5","1"
"DNAJA2","10294","DNAJA2","DnaJ heat shock protein family (Hsp40) member A2","1"
"TIGD3","220359","TIGD3","tigger transposable element derived 3","1"
"NEURL3","93082","NEURL3","neuralized E3 ubiquitin protein ligase 3","1"
"ESS2","8220","ESS2","ess-2 splicing factor homolog","1"
"POLR3K","51728","POLR3K","RNA polymerase III subunit K","1"
"TMEM47","83604","TMEM47","transmembrane protein 47","1"
"EXOSC4","54512","EXOSC4","exosome component 4","1"
"PRDM6","93166","PRDM6","PR/SET domain 6","1"
"DDX28","55794","DDX28","DEAD-box helicase 28","1"
"PRDX3","10935","PRDX3","peroxiredoxin 3","1"
"NLRP1","22861","NLRP1","NLR family pyrin domain containing 1","1"
"SF3B5","83443","SF3B5","splicing factor 3b subunit 5","1"
"CALHM1","255022","CALHM1","calcium homeostasis modulator 1","1"
"KCNS1","3787","KCNS1","potassium voltage-gated channel modifier subfamily S member 1","1"
"MRPS24","64951","MRPS24","mitochondrial ribosomal protein S24","1"
"CBR3-AS1","100506428","CBR3-AS1","CBR3 antisense RNA 1","1"
"LSM10","84967","LSM10","""LSM10, U7 small nuclear RNA associated""","1"
"MEOX2","4223","MEOX2","mesenchyme homeobox 2","1"
"KCTD12","115207","KCTD12","potassium channel tetramerization domain containing 12","1"
"FASTKD5","60493","FASTKD5","FAST kinase domains 5","1"
"CRIM1-DT","100288911","CRIM1-DT","CRIM1 divergent transcript","1"
"CD81","975","CD81","CD81 molecule","1"
"ADRA1D","146","ADRA1D","adrenoceptor alpha 1D","1"
"CFC1","55997","CFC1","""cripto, FRL-1, cryptic family 1""","1"
"AMIGO2","347902","AMIGO2","adhesion molecule with Ig like domain 2","1"
"HHLA2","11148","HHLA2","HERV-H LTR-associating 2","1"
"MRPL20-AS1","148413","MRPL20-AS1","MRPL20 antisense RNA 1","1"
"NAXE","128240","NAXE","NAD(P)HX epimerase","1"
"C1QTNF4","114900","C1QTNF4","C1q and TNF related 4","1"
"PPP2R1A","5518","PPP2R1A","protein phosphatase 2 scaffold subunit Aalpha","1"
"FRMD6-AS1","145438","FRMD6-AS1","FRMD6 antisense RNA 1","1"
"STUM","375057","STUM","""stum, mechanosensory transduction mediator homolog""","1"
"BTG1","694","BTG1","BTG anti-proliferation factor 1","1"
"PEG10","23089","PEG10","paternally expressed 10","1"
"LRRC29","26231","LRRC29","leucine rich repeat containing 29","1"
"DOC2B","8447","DOC2B","double C2 domain beta","1"
"NACAD","23148","NACAD","NAC alpha domain containing","1"
"CLIP3","25999","CLIP3","CAP-Gly domain containing linker protein 3","1"
"ARHGEF25","115557","ARHGEF25","Rho guanine nucleotide exchange factor 25","1"
"GAL3ST3","89792","GAL3ST3","galactose-3-O-sulfotransferase 3","1"
"TRPC7","57113","TRPC7","transient receptor potential cation channel subfamily C member 7","1"
"TUNAR","100507043","TUNAR","TCL1 upstream neural differentiation-associated RNA","1"
"ADCYAP1","116","ADCYAP1","adenylate cyclase activating polypeptide 1","1"
"DOLK","22845","DOLK","dolichol kinase","1"
"ANAPC13","25847","ANAPC13","anaphase promoting complex subunit 13","1"
"NUDT16L1","84309","NUDT16L1","nudix hydrolase 16 like 1","1"
"SBDS","51119","SBDS","SBDS ribosome maturation factor","1"
"RTL8B","441518","RTL8B","retrotransposon Gag like 8B","1"
"LRRC61","65999","LRRC61","leucine rich repeat containing 61","1"
"MAD2L1BP","9587","MAD2L1BP","MAD2L1 binding protein","1"
"SURF2","6835","SURF2","surfeit 2","1"
"MYL12B","103910","MYL12B","myosin light chain 12B","1"
"DLL3","10683","DLL3","delta like canonical Notch ligand 3","1"
"MLF2","8079","MLF2","myeloid leukemia factor 2","1"
"H3F3A","NA","NA","NA","0"
"MEG9","100507257","MEG9","maternally expressed 9","1"
"TCEAL6","158931","TCEAL6","transcription elongation factor A like 6","1"
"TRAPPC5","126003","TRAPPC5","trafficking protein particle complex 5","1"
"HSP90AB1","3326","HSP90AB1","heat shock protein 90 alpha family class B member 1","1"
"INAFM1","255783","INAFM1","InaF motif containing 1","1"
"PUF60","22827","PUF60","poly(U) binding splicing factor 60","1"
"HEXIM1","10614","HEXIM1","HEXIM P-TEFb complex subunit 1","1"
"SHANK1","50944","SHANK1","SH3 and multiple ankyrin repeat domains 1","1"
"GALNT14","79623","GALNT14","polypeptide N-acetylgalactosaminyltransferase 14","1"
"PCBD1","5092","PCBD1","pterin-4 alpha-carbinolamine dehydratase 1","1"
"FIGNL2","401720","FIGNL2","fidgetin like 2","1"
"BANF1","8815","BANF1","BAF nuclear assembly factor 1","1"
"EEF1A1","1915","EEF1A1","eukaryotic translation elongation factor 1 alpha 1","1"
"PAFAH1B3","5050","PAFAH1B3","platelet activating factor acetylhydrolase 1b catalytic subunit 3","1"
"RASD2","23551","RASD2","RASD family member 2","1"
"NECTIN1-AS1","105369525","NECTIN1-AS1","NECTIN1 antisense RNA 1","1"
"STMN1","3925","STMN1","stathmin 1","1"
"PPP2CA","5515","PPP2CA","protein phosphatase 2 catalytic subunit alpha","1"
"TUBB4B","10383","TUBB4B","tubulin beta 4B class IVb","1"
"CALY","50632","CALY","calcyon neuron specific vesicular protein","1"
"TIMM10","26519","TIMM10","translocase of inner mitochondrial membrane 10","1"
"LY6H","4062","LY6H","lymphocyte antigen 6 family member H","1"
"NUDT3","11165","NUDT3","nudix hydrolase 3","1"
"RTL1","388015","RTL1","retrotransposon Gag like 1","1"
"CSNK2B","1460","CSNK2B","casein kinase 2 beta","1"
"SATB1-AS1","101927777","SATB1-AS1","SATB1 antisense RNA 1","1"
"ZNF10","7556","ZNF10","zinc finger protein 10","1"
"SCN1B","6324","SCN1B","sodium voltage-gated channel beta subunit 1","1"
"TCEAL1","9338","TCEAL1","transcription elongation factor A like 1","1"
"KLF16","83855","KLF16","Kruppel like factor 16","1"
"LMNB1-DT","102723557","LMNB1-DT","LMNB1 divergent transcript","1"
"SLC24A1","9187","SLC24A1","solute carrier family 24 member 1","1"
"CDKL1","8814","CDKL1","cyclin dependent kinase like 1","1"
"SST","6750","SST","somatostatin","1"
"RPL18","6141","RPL18","ribosomal protein L18","1"
"KIF9","64147","KIF9","kinesin family member 9","1"
"STARD10","10809","STARD10","StAR related lipid transfer domain containing 10","1"
"EIF5A2","56648","EIF5A2","eukaryotic translation initiation factor 5A2","1"
"AASDHPPT","60496","AASDHPPT","aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase","1"
"C1QBP","708","C1QBP","complement C1q binding protein","1"
"NEFH","4744","NEFH","neurofilament heavy","1"
"EPHB3","2049","EPHB3","EPH receptor B3","1"
"CCDC65","85478","CCDC65","coiled-coil domain containing 65","1"
"BDH1","622","BDH1","3-hydroxybutyrate dehydrogenase 1","1"
"HAAO","23498","HAAO","""3-hydroxyanthranilate 3,4-dioxygenase""","1"
"ZFAND5","7763","ZFAND5","zinc finger AN1-type containing 5","1"
"LAMP5","24141","LAMP5","lysosomal associated membrane protein family member 5","1"
"INSYN1","388135","INSYN1","inhibitory synaptic factor 1","1"
"BHLHE22","27319","BHLHE22","basic helix-loop-helix family member e22","1"
"BNIP3","664","BNIP3","BCL2 interacting protein 3","1"
"PRDX5","25824","PRDX5","peroxiredoxin 5","1"
"TOMM34","10953","TOMM34","translocase of outer mitochondrial membrane 34","1"
"TOMM5","401505","TOMM5","translocase of outer mitochondrial membrane 5","1"
"INKA1","389119","INKA1","inka box actin regulator 1","1"
"ALDOC","230","ALDOC","""aldolase, fructose-bisphosphate C""","1"
"PRXL2B","127281","PRXL2B","peroxiredoxin like 2B","1"
"HERPUD1","9709","HERPUD1","homocysteine inducible ER protein with ubiquitin like domain 1","1"
"ARSG","22901","ARSG","arylsulfatase G","1"
"METTL26","84326","METTL26","methyltransferase like 26","1"
"APLP1","333","APLP1","amyloid beta precursor like protein 1","1"
"NR1D1","9572","NR1D1","nuclear receptor subfamily 1 group D member 1","1"
"IL1RL2","8808","IL1RL2","interleukin 1 receptor like 2","1"
"PEX12","5193","PEX12","peroxisomal biogenesis factor 12","1"
"COL26A1","136227","COL26A1","collagen type XXVI alpha 1 chain","1"
"LRRC24","441381","LRRC24","leucine rich repeat containing 24","1"
"SMIM18","100507341","SMIM18","small integral membrane protein 18","1"
"NPTXR","23467","NPTXR","neuronal pentraxin receptor","1"
"SCG2","7857","SCG2","secretogranin II","1"
"GABRG3-AS1","101928869","GABRG3-AS1","GABRG3 antisense RNA 1","1"
"FFAR4","338557","FFAR4","free fatty acid receptor 4","1"
"RAI1-AS1","100861516","RAI1-AS1","RAI1 antisense RNA 1","1"
"EXOC3-AS1","116349","EXOC3-AS1","EXOC3 antisense RNA 1","1"
"STX1B","112755","STX1B","syntaxin 1B","1"
"PRR36","80164","PRR36","proline rich 36","1"
"CALR","811","CALR","calreticulin","1"
"FRMD6-AS2","100874185","FRMD6-AS2","FRMD6 antisense RNA 2","1"
"GPR88","54112","GPR88","G protein-coupled receptor 88","1"
"INA","9118","INA","internexin neuronal intermediate filament protein alpha","1"
"COL18A1-AS1","378832","COL18A1-AS1","COL18A1 antisense RNA 1","1"
"RHOV","171177","RHOV","ras homolog family member V","1"
"FER1L5","90342","FER1L5","fer-1 like family member 5","1"
"CENPX","201254","CENPX","centromere protein X","1"
"CUTA","51596","CUTA","cutA divalent cation tolerance homolog","1"
"CDIP1","29965","CDIP1","cell death inducing p53 target 1","1"
"SEC14L4","284904","SEC14L4","SEC14 like lipid binding 4","1"
"EFCAB8","388795","EFCAB8","EF-hand calcium binding domain 8","1"
"LOR","NA","NA","NA","0"
"SAMD12-AS1","552860","SAMD12-AS1","SAMD12 antisense RNA 1","1"
"VSTM2A","222008","VSTM2A","V-set and transmembrane domain containing 2A","1"
"UNC119","9094","UNC119","unc-119 lipid binding chaperone","1"
"CBLN1","869","CBLN1","cerebellin 1 precursor","1"
"MAD2L1","4085","MAD2L1","mitotic arrest deficient 2 like 1","1"
"MRPL44","65080","MRPL44","mitochondrial ribosomal protein L44","1"
"PCDH8","5100","PCDH8","protocadherin 8","1"
"TRMT112","51504","TRMT112","tRNA methyltransferase subunit 11-2","1"
"CHMP1B","57132","CHMP1B","charged multivesicular body protein 1B","1"
"ZCCHC3","85364","ZCCHC3","zinc finger CCHC-type containing 3","1"
"IGFBP3","3486","IGFBP3","insulin like growth factor binding protein 3","1"
"NEURL1-AS1","102724341","NEURL1-AS1","NEURL1 antisense RNA 1","1"
"QPCT","25797","QPCT","glutaminyl-peptide cyclotransferase","1"
"MAGEL2","54551","MAGEL2","MAGE family member L2","1"
"ZNF680","340252","ZNF680","zinc finger protein 680","1"
"EPN3","55040","EPN3","epsin 3","1"
"MRPL40","64976","MRPL40","mitochondrial ribosomal protein L40","1"
"DCK","1633","DCK","deoxycytidine kinase","1"
"STARD4-AS1","100505678","STARD4-AS1","STARD4 antisense RNA 1","1"
"NDUFB10","4716","NDUFB10","NADH:ubiquinone oxidoreductase subunit B10","1"
"RTP1","132112","RTP1","receptor transporter protein 1","1"
"PPP1R9B","84687","PPP1R9B","protein phosphatase 1 regulatory subunit 9B","1"
"Z82217.1","NA","NA","NA","0"
"KCNS2","3788","KCNS2","potassium voltage-gated channel modifier subfamily S member 2","1"
"OGG1","4968","OGG1","8-oxoguanine DNA glycosylase","1"
"SOWAHB","345079","SOWAHB","sosondowah ankyrin repeat domain family member B","1"
"PCBP1","5093","PCBP1","poly(rC) binding protein 1","1"
"JUND","3727","JUND","""JunD proto-oncogene, AP-1 transcription factor subunit""","1"
"SLC32A1","140679","SLC32A1","solute carrier family 32 member 1","1"
"SHANK2-AS1","100874198","SHANK2-AS1","SHANK2 antisense RNA 1","1"
"ASPHD2","57168","ASPHD2","aspartate beta-hydroxylase domain containing 2","1"
"BBS10","79738","BBS10","Bardet-Biedl syndrome 10","1"
"HSP90AA1","3320","HSP90AA1","heat shock protein 90 alpha family class A member 1","1"
"C8orf89","100130301","C8orf89","chromosome 8 open reading frame 89","1"
"THAP10","56906","THAP10","THAP domain containing 10","1"
"DUSP4","1846","DUSP4","dual specificity phosphatase 4","1"
"IGSF21-AS1","105376814","IGSF21-AS1","IGSF21 antisense RNA 1","1"
"CD83","9308","CD83","CD83 molecule","1"
"SLC17A7","57030","SLC17A7","solute carrier family 17 member 7","1"
"CHGA","1113","CHGA","chromogranin A","1"
"RBKS","64080","RBKS","ribokinase","1"
"TRIM28","10155","TRIM28","tripartite motif containing 28","1"
"ZNF860","344787","ZNF860","zinc finger protein 860","1"
"CELF2-AS2","439950","CELF2-AS2","CELF2 antisense RNA 2","1"
"DYNLRB1","83658","DYNLRB1","dynein light chain roadblock-type 1","1"
"ATP8B1","5205","ATP8B1","ATPase phospholipid transporting 8B1","1"
"KIAA1614-AS1","103344928","KIAA1614-AS1","KIAA1614 antisense RNA 1","1"
"HINT1","3094","HINT1","histidine triad nucleotide binding protein 1","1"
"CLDN9","9080","CLDN9","claudin 9","1"
"DRD1","1812","DRD1","dopamine receptor D1","1"
"MYCL","4610","MYCL","""MYCL proto-oncogene, bHLH transcription factor""","1"
"COX4I1","1327","COX4I1","cytochrome c oxidase subunit 4I1","1"
"RCN1","5954","RCN1","reticulocalbin 1","1"
"BCL2L14","79370","BCL2L14","BCL2 like 14","1"
"C17orf78","284099","C17orf78","chromosome 17 open reading frame 78","1"
"ATOH7","220202","ATOH7","atonal bHLH transcription factor 7","1"
"CRIP2","1397","CRIP2","cysteine rich protein 2","1"
"PGLYRP1","8993","PGLYRP1","peptidoglycan recognition protein 1","1"
"IFIT5","24138","IFIT5","interferon induced protein with tetratricopeptide repeats 5","1"
"CFL2","1073","CFL2","cofilin 2","1"
"UQCR10","29796","UQCR10","""ubiquinol-cytochrome c reductase, complex III subunit X""","1"
"GPC6-AS2","100873973","GPC6-AS2","GPC6 antisense RNA 2","1"
"IGF1","3479","IGF1","insulin like growth factor 1","1"
"HSF5","124535","HSF5","heat shock transcription factor 5","1"
"NOCT","25819","NOCT","nocturnin","1"
"RPS5","6193","RPS5","ribosomal protein S5","1"
"DCTN3","11258","DCTN3","dynactin subunit 3","1"
"RPS19BP1","91582","RPS19BP1","ribosomal protein S19 binding protein 1","1"
"HRH3","11255","HRH3","histamine receptor H3","1"
"TICAM2","353376","TICAM2","toll like receptor adaptor molecule 2","1"
"LDB1","8861","LDB1","LIM domain binding 1","1"
"GADD45GIP1","90480","GADD45GIP1","GADD45G interacting protein 1","1"
"DIRAS2","54769","DIRAS2","DIRAS family GTPase 2","1"
"ERFE","151176","ERFE","erythroferrone","1"
"WASF3-AS1","NA","NA","NA","0"
"NPTN-IT1","101241892","NPTN-IT1","NPTN intronic transcript 1","1"
"PSMB6","5694","PSMB6","proteasome 20S subunit beta 6","1"
"SMIM10L2A","399668","SMIM10L2A","small integral membrane protein 10 like 2A","1"
"TPBGL","100507050","TPBGL","trophoblast glycoprotein like","1"
"SHMT2","6472","SHMT2","serine hydroxymethyltransferase 2","1"
"C8orf34-AS1","286189","C8orf34-AS1","C8orf34 antisense RNA 1","1"
"SLC25A15","10166","SLC25A15","solute carrier family 25 member 15","1"
"NCKAP5-AS2","101928161","NCKAP5-AS2","NCKAP5 antisense RNA 2","1"
"ZPBP","11055","ZPBP","zona pellucida binding protein","1"
"RND2","8153","RND2","Rho family GTPase 2","1"
"CYP26B1","56603","CYP26B1","cytochrome P450 family 26 subfamily B member 1","1"
"HMGB3","3149","HMGB3","high mobility group box 3","1"
"CBR3","874","CBR3","carbonyl reductase 3","1"
"OPCML-IT1","NA","NA","NA","0"
"RASD1","51655","RASD1","ras related dexamethasone induced 1","1"
"MMP15","4324","MMP15","matrix metallopeptidase 15","1"
"C19orf53","28974","C19orf53","chromosome 19 open reading frame 53","1"
"TAGLN3","29114","TAGLN3","transgelin 3","1"
"ADRA2C","152","ADRA2C","adrenoceptor alpha 2C","1"
"OR9Q1","219956","OR9Q1","olfactory receptor family 9 subfamily Q member 1","1"
"SPR","6697","SPR","sepiapterin reductase","1"
"TMEM97","27346","TMEM97","transmembrane protein 97","1"
"RPL7A","6130","RPL7A","ribosomal protein L7a","1"
"TUBB2A","7280","TUBB2A","tubulin beta 2A class IIa","1"
"LAMB3","3914","LAMB3","laminin subunit beta 3","1"
"MRPL12","6182","MRPL12","mitochondrial ribosomal protein L12","1"
"DNAJC3-DT","100289274","DNAJC3-DT","DNAJC3 divergent transcript","1"
"CFAP46","54777","CFAP46","cilia and flagella associated protein 46","1"
"TMEM200C","645369","TMEM200C","transmembrane protein 200C","1"
"MAGEE2","139599","MAGEE2","MAGE family member E2","1"
"ACTB","60","ACTB","actin beta","1"
"CENPJ","55835","CENPJ","centromere protein J","1"
"FDXACB1","91893","FDXACB1","ferredoxin-fold anticodon binding domain containing 1","1"
"EIF5A","1984","EIF5A","eukaryotic translation initiation factor 5A","1"
"PTRHD1","391356","PTRHD1","peptidyl-tRNA hydrolase domain containing 1","1"
"DLGAP4-AS1","101926987","DLGAP4-AS1","DLGAP4 antisense RNA 1","1"
"BHLHE40","8553","BHLHE40","basic helix-loop-helix family member e40","1"
"WFS1","7466","WFS1","wolframin ER transmembrane glycoprotein","1"
"LKAAEAR1","198437","LKAAEAR1","LKAAEAR motif containing 1","1"
"LSR","51599","LSR","lipolysis stimulated lipoprotein receptor","1"
"PHLDB2","90102","PHLDB2","pleckstrin homology like domain family B member 2","1"
"MRAP","56246","MRAP","melanocortin 2 receptor accessory protein","1"
"ST20-AS1","283687","ST20-AS1","ST20 antisense RNA 1","1"
"POLR2I","5438","POLR2I","RNA polymerase II subunit I","1"
"KDELR3","11015","KDELR3","KDEL endoplasmic reticulum protein retention receptor 3","1"
"HSPA8","3312","HSPA8","heat shock protein family A (Hsp70) member 8","1"
"PIPOX","51268","PIPOX","pipecolic acid and sarcosine oxidase","1"
"NOP10","55505","NOP10","NOP10 ribonucleoprotein","1"
"CFAP57","149465","CFAP57","cilia and flagella associated protein 57","1"
"RTN4RL2","349667","RTN4RL2","reticulon 4 receptor like 2","1"
"SLC13A3","64849","SLC13A3","solute carrier family 13 member 3","1"
"SCGN","10590","SCGN","""secretagogin, EF-hand calcium binding protein""","1"
"LARGE-AS1","100506195","LARGE-AS1","LARGE antisense RNA 1","1"
"SERF2","10169","SERF2","small EDRK-rich factor 2","1"
"NDUFC2","4718","NDUFC2","NADH:ubiquinone oxidoreductase subunit C2","1"
"RHOBTB3","22836","RHOBTB3","Rho related BTB domain containing 3","1"
"UBL7","84993","UBL7","ubiquitin like 7","1"
"TMEM184A","202915","TMEM184A","transmembrane protein 184A","1"
"Z98885.3","NA","NA","NA","0"
"SLC51A","200931","SLC51A","solute carrier family 51 subunit alpha","1"
"SSUH2","51066","SSUH2","ssu-2 homolog","1"
"NSMCE3","56160","NSMCE3","""NSE3 homolog, SMC5-SMC6 complex component""","1"
"RGS8","85397","RGS8","regulator of G protein signaling 8","1"
"RPS15","6209","RPS15","ribosomal protein S15","1"
"NUDT14","256281","NUDT14","nudix hydrolase 14","1"
"ATP5MPL","9556","ATP5MPL","ATP synthase membrane subunit 6.8PL","1"
"INSM1","3642","INSM1","INSM transcriptional repressor 1","1"
"HTR5A-AS1","100128264","HTR5A-AS1","HTR5A antisense RNA 1","1"
"CCDC196","440184","CCDC196","coiled-coil domain containing 196","1"
"ADAMTSL4-AS1","574406","ADAMTSL4-AS1","ADAMTSL4 antisense RNA 1","1"
"ART3","419","ART3","ADP-ribosyltransferase 3","1"
"TRIB2","28951","TRIB2","tribbles pseudokinase 2","1"
"CASP6","839","CASP6","caspase 6","1"
"WWC3-AS1","NA","NA","NA","0"
"WDR88","126248","WDR88","WD repeat domain 88","1"
"PLPPR3","79948","PLPPR3","phospholipid phosphatase related 3","1"
"GMNN","51053","GMNN","geminin DNA replication inhibitor","1"
"SLC10A3","8273","SLC10A3","solute carrier family 10 member 3","1"
"PHLDA2","7262","PHLDA2","pleckstrin homology like domain family A member 2","1"
"SOD1","6647","SOD1","superoxide dismutase 1","1"
"LAMB1","3912","LAMB1","laminin subunit beta 1","1"
"ZNF675","171392","ZNF675","zinc finger protein 675","1"
"PIGL","9487","PIGL","phosphatidylinositol glycan anchor biosynthesis class L","1"
"RABEPK","10244","RABEPK","Rab9 effector protein with kelch motifs","1"
"SATB1","6304","SATB1","SATB homeobox 1","1"
"NPTX1","4884","NPTX1","neuronal pentraxin 1","1"
"CDK2AP1","8099","CDK2AP1","cyclin dependent kinase 2 associated protein 1","1"
"ARL4A","10124","ARL4A","ADP ribosylation factor like GTPase 4A","1"
"PCGF1","84759","PCGF1","polycomb group ring finger 1","1"
"USP46-AS1","643783","USP46-AS1","USP46 antisense RNA 1","1"
"STPG4","285051","STPG4","sperm-tail PG-rich repeat containing 4","1"
"LYRM9","201229","LYRM9","LYR motif containing 9","1"
"TMSB10","9168","TMSB10","thymosin beta 10","1"
"HNRNPH2","3188","HNRNPH2","heterogeneous nuclear ribonucleoprotein H2","1"
"GNAS","2778","GNAS","GNAS complex locus","1"
"PCED1B","91523","PCED1B","PC-esterase domain containing 1B","1"
"TCIM","56892","TCIM","transcriptional and immune response regulator","1"
"MIR34AHG","106614088","MIR34AHG","MIR34A host gene","1"
"RHOB","388","RHOB","ras homolog family member B","1"
"PLEKHF1","79156","PLEKHF1","pleckstrin homology and FYVE domain containing 1","1"
"CPEB1-AS1","283692","CPEB1-AS1","CPEB1 antisense RNA 1","1"
"FKBP5","2289","FKBP5","FKBP prolyl isomerase 5","1"
"PYCR3","65263","PYCR3","pyrroline-5-carboxylate reductase 3","1"
"SAMD1","90378","SAMD1","sterile alpha motif domain containing 1","1"
"DLEU2L","79469","DLEU2L","deleted in lymphocytic leukemia 2 like","1"
"MYOM1","8736","MYOM1","myomesin 1","1"
"NDUFB11","54539","NDUFB11","NADH:ubiquinone oxidoreductase subunit B11","1"
"ETS2","2114","ETS2","""ETS proto-oncogene 2, transcription factor""","1"
"TUBB3","10381","TUBB3","tubulin beta 3 class III","1"
"TUBA1A","7846","TUBA1A","tubulin alpha 1a","1"
"ATP5MC3","518","ATP5MC3","ATP synthase membrane subunit c locus 3","1"
"HSD11B2","3291","HSD11B2","hydroxysteroid 11-beta dehydrogenase 2","1"
"MTPN","136319","MTPN","myotrophin","1"
"SMCR5","140771","SMCR5","""Smith-Magenis syndrome chromosome region, candidate 5""","1"
"DCDC2B","149069","DCDC2B","doublecortin domain containing 2B","1"
"RPL3","6122","RPL3","ribosomal protein L3","1"
"NMU","10874","NMU","neuromedin U","1"
"EMC6","83460","EMC6","ER membrane protein complex subunit 6","1"
"PSENEN","55851","PSENEN","""presenilin enhancer, gamma-secretase subunit""","1"
"Z97989.1","NA","NA","NA","0"
"TENM3-AS1","90768","TENM3-AS1","TENM3 antisense RNA 1","1"
"TMEM202-AS1","105370888","TMEM202-AS1","TMEM202 antisense RNA 1","1"
"ALDH1A2","8854","ALDH1A2","aldehyde dehydrogenase 1 family member A2","1"
"USP27X","389856","USP27X","ubiquitin specific peptidase 27 X-linked","1"
"NAP1L3","4675","NAP1L3","nucleosome assembly protein 1 like 3","1"
"LMO7-AS1","101927155","LMO7-AS1","LMO7 antisense RNA 1","1"
"PRDX1","5052","PRDX1","peroxiredoxin 1","1"
"RPL29","6159","RPL29","ribosomal protein L29","1"
