"Query","Entrez","Symbol","Name","Comment"
"SURF2","6835","SURF2","surfeit 2","1"
"RPL10A","4736","RPL10A","ribosomal protein L10a","1"
"TSR3","115939","TSR3","TSR3 ribosome maturation factor","1"
"ATP6V1F","9296","ATP6V1F","ATPase H+ transporting V1 subunit F","1"
"ATP6V1E1","529","ATP6V1E1","ATPase H+ transporting V1 subunit E1","1"
"RPS18","6222","RPS18","ribosomal protein S18","1"
"ATP5MC2","517","ATP5MC2","ATP synthase membrane subunit c locus 2","1"
"RPL6","6128","RPL6","ribosomal protein L6","1"
"ANTKMT","65990","ANTKMT","adenine nucleotide translocase lysine methyltransferase","1"
"CRH","1392","CRH","corticotropin releasing hormone","1"
"RPL23A","6147","RPL23A","ribosomal protein L23a","1"
"NT5C3B","115024","NT5C3B","""5'-nucleotidase, cytosolic IIIB""","1"
"AARD","441376","AARD","alanine and arginine rich domain containing protein","1"
"MIEN1","84299","MIEN1","migration and invasion enhancer 1","1"
"SNHG6","641638","SNHG6","small nucleolar RNA host gene 6","1"
"DLL3","10683","DLL3","delta like canonical Notch ligand 3","1"
"CHCHD5","84269","CHCHD5","coiled-coil-helix-coiled-coil-helix domain containing 5","1"
"NDUFAF8","284184","NDUFAF8","NADH:ubiquinone oxidoreductase complex assembly factor 8","1"
"UBA52","7311","UBA52","ubiquitin A-52 residue ribosomal protein fusion product 1","1"
"NACA","4666","NACA","nascent polypeptide associated complex subunit alpha","1"
"APOC1","341","APOC1","apolipoprotein C1","1"
"ATP5MC3","518","ATP5MC3","ATP synthase membrane subunit c locus 3","1"
"EFCAB8","388795","EFCAB8","EF-hand calcium binding domain 8","1"
"RPS26","6231","RPS26","ribosomal protein S26","1"
"SLC32A1","140679","SLC32A1","solute carrier family 32 member 1","1"
"URB1-AS1","84996","URB1-AS1","URB1 antisense RNA 1 (head to head)","1"
"POP7","10248","POP7","""POP7 homolog, ribonuclease P/MRP subunit""","1"
"GPR22","2845","GPR22","G protein-coupled receptor 22","1"
"FMC1","154791","FMC1","formation of mitochondrial complex V assembly factor 1 homolog","1"
"VDAC2","7417","VDAC2","voltage dependent anion channel 2","1"
"TMEM208","29100","TMEM208","transmembrane protein 208","1"
"PARD6A","50855","PARD6A","par-6 family cell polarity regulator alpha","1"
"CITED1","4435","CITED1","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1","1"
"SCO2","9997","SCO2","synthesis of cytochrome C oxidase 2","1"
"RSPH10B2","728194","RSPH10B2","radial spoke head 10 homolog B2","1"
"FAM71E1","112703","FAM71E1","family with sequence similarity 71 member E1","1"
"MRPL2","51069","MRPL2","mitochondrial ribosomal protein L2","1"
"PSMD7","5713","PSMD7","""proteasome 26S subunit, non-ATPase 7""","1"
"ATP5PD","10476","ATP5PD","ATP synthase peripheral stalk subunit d","1"
"GUK1","2987","GUK1","guanylate kinase 1","1"
"EXOSC5","56915","EXOSC5","exosome component 5","1"
"GEMIN6","79833","GEMIN6","gem nuclear organelle associated protein 6","1"
"RPSA","3921","RPSA","ribosomal protein SA","1"
"MRPL9","65005","MRPL9","mitochondrial ribosomal protein L9","1"
"IMP4","92856","IMP4","IMP U3 small nucleolar ribonucleoprotein 4","1"
"SIDT1","54847","SIDT1","SID1 transmembrane family member 1","1"
"RPL28","6158","RPL28","ribosomal protein L28","1"
"BPGM","669","BPGM","bisphosphoglycerate mutase","1"
"MYDGF","56005","MYDGF","myeloid derived growth factor","1"
"NDUFA11","126328","NDUFA11","NADH:ubiquinone oxidoreductase subunit A11","1"
"NRIP2","83714","NRIP2","nuclear receptor interacting protein 2","1"
"GRPEL1","80273","GRPEL1","","1"
"TCEAL6","158931","TCEAL6","transcription elongation factor A like 6","1"
"RIIAD1","284485","RIIAD1","regulatory subunit of type II PKA R-subunit domain containing 1","1"
"FKBP1B","2281","FKBP1B","FKBP prolyl isomerase 1B","1"
"TNFRSF11B","4982","TNFRSF11B","TNF receptor superfamily member 11b","1"
"CTXN1","404217","CTXN1","cortexin 1","1"
"MRPS18A","55168","MRPS18A","mitochondrial ribosomal protein S18A","1"
"NUDT15","55270","NUDT15","nudix hydrolase 15","1"
"LKAAEAR1","198437","LKAAEAR1","LKAAEAR motif containing 1","1"
"JOSD2","126119","JOSD2","Josephin domain containing 2","1"
"DYNLL1","8655","DYNLL1","dynein light chain LC8-type 1","1"
"SUB1","10923","SUB1","SUB1 regulator of transcription","1"
"SMKR1","100287482","SMKR1","small lysine rich protein 1","1"
"AXDND1","126859","AXDND1","axonemal dynein light chain domain containing 1","1"
"PGK1","5230","PGK1","phosphoglycerate kinase 1","1"
"SRP14","6727","SRP14","signal recognition particle 14","1"
"MYL12B","103910","MYL12B","myosin light chain 12B","1"
"DPM2","8818","DPM2","""dolichyl-phosphate mannosyltransferase subunit 2, regulatory""","1"
"GNG3","2785","GNG3","G protein subunit gamma 3","1"
"LAMTOR1","55004","LAMTOR1","""late endosomal/lysosomal adaptor, MAPK and MTOR activator 1""","1"
"CLEC5A","23601","CLEC5A","C-type lectin domain containing 5A","1"
"CD163","9332","CD163","CD163 molecule","1"
"OXLD1","339229","OXLD1","oxidoreductase like domain containing 1","1"
"FTH1","2495","FTH1","ferritin heavy chain 1","1"
"ZNF593","51042","ZNF593","zinc finger protein 593","1"
"CISD3","284106","CISD3","CDGSH iron sulfur domain 3","1"
"MRPL30","51263","MRPL30","mitochondrial ribosomal protein L30","1"
"BLOC1S2","282991","BLOC1S2","biogenesis of lysosomal organelles complex 1 subunit 2","1"
"GNG10","2790","GNG10","G protein subunit gamma 10","1"
"VPS25","84313","VPS25","vacuolar protein sorting 25 homolog","1"
"OCEL1","79629","OCEL1","occludin/ELL domain containing 1","1"
"UBE2M","9040","UBE2M","ubiquitin conjugating enzyme E2 M","1"
"TMEM14C","51522","TMEM14C","transmembrane protein 14C","1"
"SEC62","7095","SEC62","""SEC62 homolog, preprotein translocation factor""","1"
"MRPL50","54534","MRPL50","mitochondrial ribosomal protein L50","1"
"EIF3I","8668","EIF3I","eukaryotic translation initiation factor 3 subunit I","1"
"TAFA3","284467","TAFA3","TAFA chemokine like family member 3","1"
"NDUFAF4","29078","NDUFAF4","NADH:ubiquinone oxidoreductase complex assembly factor 4","1"
"SHC3","53358","SHC3","SHC adaptor protein 3","1"
"TIMM17B","10245","TIMM17B","translocase of inner mitochondrial membrane 17B","1"
"TMEM219","124446","TMEM219","transmembrane protein 219","1"
"YWHAH","7533","YWHAH","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta","1"
"TRAPPC5","126003","TRAPPC5","trafficking protein particle complex 5","1"
"ZMAT2","153527","ZMAT2","zinc finger matrin-type 2","1"
"MLLT11","10962","MLLT11","MLLT11 transcription factor 7 cofactor","1"
"PTRHD1","391356","PTRHD1","peptidyl-tRNA hydrolase domain containing 1","1"
"PRICKLE2-AS2","100874242","PRICKLE2-AS2","PRICKLE2 antisense RNA 2","1"
"MANF","7873","MANF","mesencephalic astrocyte derived neurotrophic factor","1"
"HINT1","3094","HINT1","histidine triad nucleotide binding protein 1","1"
"MSRB1","51734","MSRB1","methionine sulfoxide reductase B1","1"
"HAR1A","768096","HAR1A","highly accelerated region 1A","1"
"PRR4","11272","PRR4","proline rich 4","1"
"RPL13A","23521","RPL13A","ribosomal protein L13a","1"
"ZC3HAV1L","92092","ZC3HAV1L","""zinc finger CCCH-type containing, antiviral 1 like""","1"
"CDV3","55573","CDV3","CDV3 homolog","1"
"PSENEN","55851","PSENEN","""presenilin enhancer, gamma-secretase subunit""","1"
"TRIR","79002","TRIR","telomerase RNA component interacting RNase","1"
"CALM3","808","CALM3","calmodulin 3","1"
"C1orf216","127703","C1orf216","chromosome 1 open reading frame 216","1"
"TTC9B","148014","TTC9B","tetratricopeptide repeat domain 9B","1"
"HIST3H2A","NA","NA","NA","0"
"YWHAQ","10971","YWHAQ","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta","1"
"HOMER1","9456","HOMER1","homer scaffold protein 1","1"
"FAM241B","219738","FAM241B","family with sequence similarity 241 member B","1"
"LBHD2","107984640","LBHD2","LBH domain containing 2","1"
"NUBP2","10101","NUBP2","nucleotide binding protein 2","1"
"NDUFAB1","4706","NDUFAB1","NADH:ubiquinone oxidoreductase subunit AB1","1"
"CNFN","84518","CNFN","cornifelin","1"
"BAX","581","BAX","""BCL2 associated X, apoptosis regulator""","1"
"RPS11","6205","RPS11","ribosomal protein S11","1"
"TRPM1","4308","TRPM1","transient receptor potential cation channel subfamily M member 1","1"
"PYDC1","260434","PYDC1","pyrin domain containing 1","1"
"MRPS34","65993","MRPS34","mitochondrial ribosomal protein S34","1"
"AP2M1","1173","AP2M1","adaptor related protein complex 2 subunit mu 1","1"
"ANKRD33B","651746","ANKRD33B","ankyrin repeat domain 33B","1"
"CAVIN3","112464","CAVIN3","caveolae associated protein 3","1"
"TPI1","7167","TPI1","triosephosphate isomerase 1","1"
"SCN1B","6324","SCN1B","sodium voltage-gated channel beta subunit 1","1"
"AIP","9049","AIP","aryl hydrocarbon receptor interacting protein","1"
"RAN","5901","RAN","""RAN, member RAS oncogene family""","1"
"PRSS36","146547","PRSS36","serine protease 36","1"
"WBP2","23558","WBP2","WW domain binding protein 2","1"
"PSMD8","5714","PSMD8","""proteasome 26S subunit, non-ATPase 8""","1"
"SRRD","402055","SRRD","SRR1 domain containing","1"
"NUDT14","256281","NUDT14","nudix hydrolase 14","1"
"FABP3","2170","FABP3","fatty acid binding protein 3","1"
"AP2S1","1175","AP2S1","adaptor related protein complex 2 subunit sigma 1","1"
"CHMP5","51510","CHMP5","charged multivesicular body protein 5","1"
"SUMO2","6613","SUMO2","small ubiquitin like modifier 2","1"
"LENG1","79165","LENG1","leukocyte receptor cluster member 1","1"
"CHMP2A","27243","CHMP2A","charged multivesicular body protein 2A","1"
"EPB41L4A-AS1","114915","EPB41L4A-AS1","EPB41L4A antisense RNA 1","1"
"TDG","6996","TDG","thymine DNA glycosylase","1"
"NUPR2","389493","NUPR2","""nuclear protein 2, transcriptional regulator""","1"
"CXorf40B","NA","NA","NA","0"
"MISP3","113230","MISP3","MISP family member 3","1"
"C16orf91","283951","C16orf91","chromosome 16 open reading frame 91","1"
"STOML2","30968","STOML2","stomatin like 2","1"
"SF3B5","83443","SF3B5","splicing factor 3b subunit 5","1"
"OCIAD2","132299","OCIAD2","OCIA domain containing 2","1"
"C4orf3","401152","C4orf3","chromosome 4 open reading frame 3","1"
"HMGCS1","3157","HMGCS1","3-hydroxy-3-methylglutaryl-CoA synthase 1","1"
"TOMM22","56993","TOMM22","translocase of outer mitochondrial membrane 22","1"
"ZNF428","126299","ZNF428","zinc finger protein 428","1"
"SNU13","4809","SNU13","small nuclear ribonucleoprotein 13","1"
"MAGEH1","28986","MAGEH1","MAGE family member H1","1"
"FBXL15","79176","FBXL15","F-box and leucine rich repeat protein 15","1"
"DPM3","54344","DPM3","""dolichyl-phosphate mannosyltransferase subunit 3, regulatory""","1"
"CD59","966","CD59","CD59 molecule (CD59 blood group)","1"
"C1orf122","127687","C1orf122","chromosome 1 open reading frame 122","1"
"ITGA6-AS1","101929947","ITGA6-AS1","ITGA6 antisense RNA 1","1"
"CHGB","1114","CHGB","chromogranin B","1"
"LGI2","55203","LGI2","leucine rich repeat LGI family member 2","1"
"RPP21","79897","RPP21","ribonuclease P/MRP subunit p21","1"
"CYC1","1537","CYC1","cytochrome c1","1"
"MZT1","440145","MZT1","mitotic spindle organizing protein 1","1"
"MOAP1","64112","MOAP1","modulator of apoptosis 1","1"
"VAMP2","6844","VAMP2","vesicle associated membrane protein 2","1"
"PMFBP1","83449","PMFBP1","polyamine modulated factor 1 binding protein 1","1"
"AF106564.1","NA","NA","NA","0"
"ISCA1","81689","ISCA1","iron-sulfur cluster assembly 1","1"
"PFN2","5217","PFN2","profilin 2","1"
"PITPNA-AS1","100306951","PITPNA-AS1","PITPNA antisense RNA 1","1"
"C17orf49","124944","C17orf49","chromosome 17 open reading frame 49","1"
"CUEDC2","79004","CUEDC2","CUE domain containing 2","1"
"COPZ1","22818","COPZ1","COPI coat complex subunit zeta 1","1"
"ITM2C","81618","ITM2C","integral membrane protein 2C","1"
"SNHG32","50854","SNHG32","small nucleolar RNA host gene 32","1"
"ATP6V1D","51382","ATP6V1D","ATPase H+ transporting V1 subunit D","1"
"ALKBH7","84266","ALKBH7","alkB homolog 7","1"
"C19orf73","55150","C19orf73","chromosome 19 open reading frame 73","1"
"TCEAL2","140597","TCEAL2","transcription elongation factor A like 2","1"
"THAP5","168451","THAP5","THAP domain containing 5","1"
"PSORS1C1","170679","PSORS1C1","psoriasis susceptibility 1 candidate 1","1"
"KTI12","112970","KTI12","KTI12 chromatin associated homolog","1"
"NDUFB4","4710","NDUFB4","NADH:ubiquinone oxidoreductase subunit B4","1"
"RAB33A","9363","RAB33A","""RAB33A, member RAS oncogene family""","1"
"GADD45A","1647","GADD45A","growth arrest and DNA damage inducible alpha","1"
"TMEM167A","153339","TMEM167A","transmembrane protein 167A","1"
"PFKM","5213","PFKM","""phosphofructokinase, muscle""","1"
"PMM1","5372","PMM1","phosphomannomutase 1","1"
"TXN2","25828","TXN2","thioredoxin 2","1"
"BUD31","8896","BUD31","BUD31 homolog","1"
"NHLRC1","378884","NHLRC1","NHL repeat containing E3 ubiquitin protein ligase 1","1"
"PCED1B","91523","PCED1B","PC-esterase domain containing 1B","1"
"POLR2J","5439","POLR2J","RNA polymerase II subunit J","1"
"CSTB","1476","CSTB","cystatin B","1"
"EEF1AKNMT","51603","EEF1AKNMT","eEF1A lysine and N-terminal methyltransferase","1"
"PNMA5","114824","PNMA5","PNMA family member 5","1"
"BAD","572","BAD","BCL2 associated agonist of cell death","1"
"IDH3B","3420","IDH3B","isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta","1"
"RAB14","51552","RAB14","""RAB14, member RAS oncogene family""","1"
"WBP11","51729","WBP11","WW domain binding protein 11","1"
"WASIR2","100132169","WASIR2","WASH and IL9R antisense RNA 2","1"
"CDKN2D","1032","CDKN2D","cyclin dependent kinase inhibitor 2D","1"
"MAP1LC3B","81631","MAP1LC3B","microtubule associated protein 1 light chain 3 beta","1"
"AHCY","191","AHCY","adenosylhomocysteinase","1"
"TDRD10","126668","TDRD10","tudor domain containing 10","1"
"TEX55","152405","TEX55","testis expressed 55","1"
"GOT1","2805","GOT1","glutamic-oxaloacetic transaminase 1","1"
"PTMS","5763","PTMS","parathymosin","1"
"RPRML","388394","RPRML","reprimo like","1"
"FAM32A","26017","FAM32A","family with sequence similarity 32 member A","1"
"PHLDA2","7262","PHLDA2","pleckstrin homology like domain family A member 2","1"
"PSMA7","5688","PSMA7","proteasome 20S subunit alpha 7","1"
"GET3","439","GET3","""guided entry of tail-anchored proteins factor 3, ATPase""","1"
"TM2D2","83877","TM2D2","TM2 domain containing 2","1"
"CCT7","10574","CCT7","chaperonin containing TCP1 subunit 7","1"
"DHPS","1725","DHPS","deoxyhypusine synthase","1"
"ATP6V1G2","534","ATP6V1G2","ATPase H+ transporting V1 subunit G2","1"
"MRPL35","51318","MRPL35","mitochondrial ribosomal protein L35","1"
"UNC5B-AS1","728978","UNC5B-AS1","UNC5B antisense RNA 1","1"
"PIP4P1","90809","PIP4P1","""phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1""","1"
"MRPL55","128308","MRPL55","mitochondrial ribosomal protein L55","1"
"SEZ6L2","26470","SEZ6L2","seizure related 6 homolog like 2","1"
"COQ10B","80219","COQ10B","coenzyme Q10B","1"
"MCRIP1","348262","MCRIP1","MAPK regulated corepressor interacting protein 1","1"
"TUSC2","11334","TUSC2","""tumor suppressor 2, mitochondrial calcium regulator""","1"
"SSNA1","8636","SSNA1","SS nuclear autoantigen 1","1"
"RAB3A","5864","RAB3A","""RAB3A, member RAS oncogene family""","1"
"FBXO2","26232","FBXO2","F-box protein 2","1"
"TPT1","7178","TPT1","""tumor protein, translationally-controlled 1""","1"
"TRAPPC1","58485","TRAPPC1","trafficking protein particle complex 1","1"
"PTMA","5757","PTMA","prothymosin alpha","1"
"HOPX","84525","HOPX","HOP homeobox","1"
"CUTA","51596","CUTA","cutA divalent cation tolerance homolog","1"
"HCST","10870","HCST","hematopoietic cell signal transducer","1"
"CCDC106","29903","CCDC106","coiled-coil domain containing 106","1"
"MRPL43","84545","MRPL43","mitochondrial ribosomal protein L43","1"
"CDIPT","10423","CDIPT","CDP-diacylglycerol--inositol 3-phosphatidyltransferase","1"
"LDOC1","23641","LDOC1","LDOC1 regulator of NFKB signaling","1"
"RPS17","6218","RPS17","ribosomal protein S17","1"
"CCDC51","79714","CCDC51","coiled-coil domain containing 51","1"
"CALM2","805","CALM2","calmodulin 2","1"
"NSG1","27065","NSG1","neuronal vesicle trafficking associated 1","1"
"PRKAG2-AS1","100505483","PRKAG2-AS1","PRKAG2 antisense RNA 1","1"
"ACTG1","71","ACTG1","actin gamma 1","1"
"EMC7","56851","EMC7","ER membrane protein complex subunit 7","1"
"SPRED2","200734","SPRED2","sprouty related EVH1 domain containing 2","1"
"BEND5","79656","BEND5","BEN domain containing 5","1"
"TIMM17A","10440","TIMM17A","translocase of inner mitochondrial membrane 17A","1"
"LDHA","3939","LDHA","lactate dehydrogenase A","1"
"NDUFC2","4718","NDUFC2","NADH:ubiquinone oxidoreductase subunit C2","1"
"PPT1","5538","PPT1","palmitoyl-protein thioesterase 1","1"
"VIP","7432","VIP","vasoactive intestinal peptide","1"
"ZNF346-IT1","NA","NA","NA","0"
"MAGED2","10916","MAGED2","MAGE family member D2","1"
"CCK","885","CCK","cholecystokinin","1"
"PSME1","5720","PSME1","proteasome activator subunit 1","1"
"LRPAP1","4043","LRPAP1","LDL receptor related protein associated protein 1","1"
"NRIP3","56675","NRIP3","nuclear receptor interacting protein 3","1"
"MED14OS","100873985","MED14OS","MED14 opposite strand","1"
"ZCCHC12","170261","ZCCHC12","zinc finger CCHC-type containing 12","1"
"TPRG1L","127262","TPRG1L","tumor protein p63 regulated 1 like","1"
"FUNDC2","65991","FUNDC2","FUN14 domain containing 2","1"
"SMIM38","107984345","SMIM38","small integral membrane protein 38","1"
"MRPL49","740","MRPL49","mitochondrial ribosomal protein L49","1"
"PPIB","5479","PPIB","peptidylprolyl isomerase B","1"
"DEXI","28955","DEXI","Dexi homolog","1"
"NARS","NA","NA","NA","0"
"EIF4H","7458","EIF4H","eukaryotic translation initiation factor 4H","1"
"KIT","3815","KIT","""KIT proto-oncogene, receptor tyrosine kinase""","1"
"DCXR","51181","DCXR","dicarbonyl and L-xylulose reductase","1"
"SOD1","6647","SOD1","superoxide dismutase 1","1"
"CRIM1-DT","100288911","CRIM1-DT","CRIM1 divergent transcript","1"
"COMMD8","54951","COMMD8","COMM domain containing 8","1"
"FLG2","388698","FLG2","filaggrin family member 2","1"
"NPM1","4869","NPM1","nucleophosmin 1","1"
"NEFL","4747","NEFL","neurofilament light","1"
"KRT10","3858","KRT10","keratin 10","1"
"TRAPPC2B","10597","TRAPPC2B","trafficking protein particle complex 2B","1"
"LRRC73","221424","LRRC73","leucine rich repeat containing 73","1"
"CDCA5","113130","CDCA5","cell division cycle associated 5","1"
"TAC1","6863","TAC1","tachykinin precursor 1","1"
"NEBL-AS1","100128511","NEBL-AS1","NEBL antisense RNA 1","1"
"CCDC115","84317","CCDC115","coiled-coil domain containing 115","1"
"HCRTR1","3061","HCRTR1","hypocretin receptor 1","1"
"NDUFS3","4722","NDUFS3","NADH:ubiquinone oxidoreductase core subunit S3","1"
"CPLX3","594855","CPLX3","complexin 3","1"
"CALB2","794","CALB2","calbindin 2","1"
"HSP90B1","7184","HSP90B1","heat shock protein 90 beta family member 1","1"
"PPDPF","79144","PPDPF","pancreatic progenitor cell differentiation and proliferation factor","1"
"NUDC","10726","NUDC","""nuclear distribution C, dynein complex regulator""","1"
"MRPL53","116540","MRPL53","mitochondrial ribosomal protein L53","1"
"KDM7A-DT","100134229","KDM7A-DT","KDM7A divergent transcript","1"
"EEF1G","1937","EEF1G","eukaryotic translation elongation factor 1 gamma","1"
"IER3-AS1","105379695","IER3-AS1","IER3 antisense RNA 1","1"
"BORCS6","54785","BORCS6","BLOC-1 related complex subunit 6","1"
"GRPEL2","134266","GRPEL2","","1"
"PHB","5245","PHB","prohibitin","1"
"THEG","51298","THEG","theg spermatid protein","1"
"CALR","811","CALR","calreticulin","1"
"TMEM251","26175","TMEM251","transmembrane protein 251","1"
"SSR4","6748","SSR4","signal sequence receptor subunit 4","1"
"MAP1LC3A","84557","MAP1LC3A","microtubule associated protein 1 light chain 3 alpha","1"
"DUSP23","54935","DUSP23","dual specificity phosphatase 23","1"
"C6orf226","441150","C6orf226","chromosome 6 open reading frame 226","1"
"ARFIP2","23647","ARFIP2","ADP ribosylation factor interacting protein 2","1"
"SCG5","6447","SCG5","secretogranin V","1"
"BOLA2B","654483","BOLA2B","bolA family member 2B","1"
"SCAND1","51282","SCAND1","SCAN domain containing 1","1"
"PVALB","5816","PVALB","parvalbumin","1"
"FOXF2","2295","FOXF2","forkhead box F2","1"
"ZNF576","79177","ZNF576","zinc finger protein 576","1"
"NDUFA3","4696","NDUFA3","NADH:ubiquinone oxidoreductase subunit A3","1"
"PNMA6F","105373377","PNMA6F","PNMA family member 6F","1"
"FAP","2191","FAP","fibroblast activation protein alpha","1"
"MAFB","9935","MAFB","MAF bZIP transcription factor B","1"
"POLE4","56655","POLE4","""DNA polymerase epsilon 4, accessory subunit""","1"
"NDUFAF3","25915","NDUFAF3","NADH:ubiquinone oxidoreductase complex assembly factor 3","1"
"FTL","2512","FTL","ferritin light chain","1"
"SRSF3","6428","SRSF3","serine and arginine rich splicing factor 3","1"
"ALDOA","226","ALDOA","""aldolase, fructose-bisphosphate A""","1"
"SMIM24","284422","SMIM24","small integral membrane protein 24","1"
"FIGNL2","401720","FIGNL2","fidgetin like 2","1"
"PARTICL","100630918","PARTICL","promoter of MAT2A antisense radiation-induced circulating long non-coding RNA","1"
"F8A1","8263","F8A1","coagulation factor VIII associated 1","1"
"TMEM184A","202915","TMEM184A","transmembrane protein 184A","1"
"SAP18","10284","SAP18","Sin3A associated protein 18","1"
"R3HCC1","203069","R3HCC1","R3H domain and coiled-coil containing 1","1"
"TMEM60","85025","TMEM60","transmembrane protein 60","1"
"TUSC1","286319","TUSC1","tumor suppressor candidate 1","1"
"SNX8","29886","SNX8","sorting nexin 8","1"
"ARPC5L","81873","ARPC5L","actin related protein 2/3 complex subunit 5 like","1"
"STBD1","8987","STBD1","starch binding domain 1","1"
"HABP2","3026","HABP2","hyaluronan binding protein 2","1"
"EMC9","51016","EMC9","ER membrane protein complex subunit 9","1"
"SIGLEC9","27180","SIGLEC9","sialic acid binding Ig like lectin 9","1"
"RAD23A","5886","RAD23A","""RAD23 homolog A, nucleotide excision repair protein""","1"
"METTL1","4234","METTL1","methyltransferase like 1","1"
"SLC38A11","151258","SLC38A11","solute carrier family 38 member 11","1"
"NAP1L5","266812","NAP1L5","nucleosome assembly protein 1 like 5","1"
"NCBP2","22916","NCBP2","nuclear cap binding protein subunit 2","1"
"CD63","967","CD63","CD63 molecule","1"
"TCIM","56892","TCIM","transcriptional and immune response regulator","1"
"F11","2160","F11","coagulation factor XI","1"
"Z96074.1","NA","NA","NA","0"
"SLC25A4","291","SLC25A4","solute carrier family 25 member 4","1"
"MYL6","4637","MYL6","myosin light chain 6","1"
"ASNSD1","54529","ASNSD1","asparagine synthetase domain containing 1","1"
"EXOSC4","54512","EXOSC4","exosome component 4","1"
"UBE2V2","7336","UBE2V2","ubiquitin conjugating enzyme E2 V2","1"
"FIBP","9158","FIBP","FGF1 intracellular binding protein","1"
"ROM1","6094","ROM1","retinal outer segment membrane protein 1","1"
"TRMT112","51504","TRMT112","tRNA methyltransferase subunit 11-2","1"
"TFPT","29844","TFPT","TCF3 fusion partner","1"
"STRAP","11171","STRAP","serine/threonine kinase receptor associated protein","1"
"RAC3","5881","RAC3","Rac family small GTPase 3","1"
"PDZD11","51248","PDZD11","PDZ domain containing 11","1"
"SELENOK","58515","SELENOK","selenoprotein K","1"
"ARL4D","379","ARL4D","ADP ribosylation factor like GTPase 4D","1"
"PPP1R11","6992","PPP1R11","protein phosphatase 1 regulatory inhibitor subunit 11","1"
"SLC25A6","293","SLC25A6","solute carrier family 25 member 6","1"
"SNX17","9784","SNX17","sorting nexin 17","1"
"EIF6","3692","EIF6","eukaryotic translation initiation factor 6","1"
"PNRC2","55629","PNRC2","proline rich nuclear receptor coactivator 2","1"
"FSHR","2492","FSHR","follicle stimulating hormone receptor","1"
"RRS1","23212","RRS1","ribosome biogenesis regulator 1 homolog","1"
"UBL4A","8266","UBL4A","ubiquitin like 4A","1"
"STUM","375057","STUM","""stum, mechanosensory transduction mediator homolog""","1"
"ARHGDIG","398","ARHGDIG","Rho GDP dissociation inhibitor gamma","1"
"SKP1","6500","SKP1","S-phase kinase associated protein 1","1"
"ZNF831","128611","ZNF831","zinc finger protein 831","1"
"TRIM68","55128","TRIM68","tripartite motif containing 68","1"
"DDA1","79016","DDA1","DET1 and DDB1 associated 1","1"
"Z97056.2","NA","NA","NA","0"
"MRPL20-AS1","148413","MRPL20-AS1","MRPL20 antisense RNA 1","1"
"GPR65","8477","GPR65","G protein-coupled receptor 65","1"
"CCDC107","203260","CCDC107","coiled-coil domain containing 107","1"
"FRMPD2","143162","FRMPD2","FERM and PDZ domain containing 2","1"
"PELO","53918","PELO","pelota mRNA surveillance and ribosome rescue factor","1"
"CFAP47","286464","CFAP47","cilia and flagella associated protein 47","1"
"FCGR3A","2214","FCGR3A","Fc fragment of IgG receptor IIIa","1"
"APEX1","328","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1","1"
"SFRP2","6423","SFRP2","secreted frizzled related protein 2","1"
"CNDP2","55748","CNDP2","carnosine dipeptidase 2","1"
"C3orf80","401097","C3orf80","chromosome 3 open reading frame 80","1"
"ATG101","60673","ATG101","autophagy related 101","1"
"RPGRIP1","57096","RPGRIP1","RPGR interacting protein 1","1"
"EIF5","1983","EIF5","eukaryotic translation initiation factor 5","1"
"NUCB1","4924","NUCB1","nucleobindin 1","1"
"GTSE1-DT","150384","GTSE1-DT","GTSE1 divergent transcript","1"
"STK16","8576","STK16","serine/threonine kinase 16","1"
"PIGS","94005","PIGS","phosphatidylinositol glycan anchor biosynthesis class S","1"
"PPM1J","333926","PPM1J","""protein phosphatase, Mg2+/Mn2+ dependent 1J""","1"
"FUOM","282969","FUOM","fucose mutarotase","1"
"FRMD6","122786","FRMD6","FERM domain containing 6","1"
"BCAS2","10286","BCAS2","BCAS2 pre-mRNA processing factor","1"
"SARAF","51669","SARAF","store-operated calcium entry associated regulatory factor","1"
"SLC25A3","5250","SLC25A3","solute carrier family 25 member 3","1"
"DGCR6L","85359","DGCR6L","DiGeorge syndrome critical region gene 6 like","1"
"ODC1","4953","ODC1","ornithine decarboxylase 1","1"
"RITA1","84934","RITA1","RBPJ interacting and tubulin associated 1","1"
"ASPHD2","57168","ASPHD2","aspartate beta-hydroxylase domain containing 2","1"
"C3orf22","152065","C3orf22","chromosome 3 open reading frame 22","1"
"GAPDH","2597","GAPDH","glyceraldehyde-3-phosphate dehydrogenase","1"
"DIRAS1","148252","DIRAS1","DIRAS family GTPase 1","1"
"PPIF","10105","PPIF","peptidylprolyl isomerase F","1"
"H3F3A","NA","NA","NA","0"
"TRBC2","28638","TRBC2","T cell receptor beta constant 2","1"
"ZNF174","7727","ZNF174","zinc finger protein 174","1"
"CITED4","163732","CITED4","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4","1"
"LRRC25","126364","LRRC25","leucine rich repeat containing 25","1"
"NEK2","4751","NEK2","NIMA related kinase 2","1"
